0	0
1	0.1945
2	0.166074
3	0.196816
4	0.164479
5	0.157716
6	0.175442
7	0.211606
8	0.197671
9	0.160611
10	0.156999
11	0.177796
12	0
13	0
14	0.172839
15	0.164267
16	0.160598
17	0.179913
18	0.179495
19	0.187107
20	0.200955
21	0.167555
22	0.181063
23	0.190129
24	0.176305
25	0
26	0
27	0.186505
28	0.191201
29	0.190705
30	0.187838
31	0.181466
32	0.20537
33	0.203203
34	0.17988
35	0.172285
36	0.175308
37	0.168038
38	0
39	0
40	0.160172
41	0.188052
42	0.175981
43	0.18456
44	0.162032
45	0.210784
46	0.177576
47	0.168701
48	0.173862
49	0.16129
50	0.190302
51	0
52	0
53	0.162693
54	0.179355
55	0.174446
56	0.160844
57	0.156223
58	0.191302
59	0.197474
60	0.17992
61	0.197075
62	0.196878
63	0.183513
64	0
65	0
66	0.166131
67	0.172732
68	0.184406
69	0.151457
70	0.145516
71	0.148619
72	0.159752
73	0.16965
74	0
75	0.177707
76	0.187165
77	0
78	0
79	0.159066
80	0
81	0.196676
82	0.180203
83	0.141561
84	0.208578
85	0.173588
86	0.199502
87	0.179106
88	0.170129
89	0.150413
90	0
91	0
92	0.168774
93	0.158963
94	0.175313
95	0.208829
96	0.161047
97	0.176008
98	0
99	0.183106
100	0.211246
101	0.20583
102	0.183248
103	0
104	0
105	0.158767
106	0.177697
107	0.159104
108	0.147132
109	0.172999
110	0.164462
111	0.185595
112	0.256887
113	0.173212
114	0.145327
115	0.163134
116	0
117	0
118	0.161245
119	0
120	0.163147
121	0.211767
122	0.165851
123	0.200871
124	0.172738
125	0.17583
126	0.160892
127	0.163905
128	0.161577
129	0
130	0
131	0.177118
132	0.160016
133	0.193945
134	0.158051
135	0.191373
136	0
137	0.200091
138	0.15922
139	0.156092
140	0.179815
141	0.157816
142	0
143	0
144	0.14446
145	0.166576
146	0
147	0.151199
148	0.170706
149	0.155749
150	0.188424
151	0.157405
152	0.161841
153	0.158179
154	0.188761
155	0
156	0
157	0.150696
158	0.148374
159	0.187162
160	0.183799
161	0.17566
162	0.161311
163	0.180688
164	0.187046
165	0.196069
166	0.163689
167	0.160131
168	0
169	0
170	0.181362
171	0.149128
172	0.186932
173	0.169756
174	0.175632
175	0.17593
176	0.185284
177	0.150555
178	0.174307
179	0.155047
180	0.149571
181	0
182	0
183	0.178912
184	0.152047
185	0.170394
186	0.164189
187	0.166775
188	0.164165
189	0.173484
190	0.19197
191	0.166733
192	0.188085
193	0.162969
194	0
195	0
196	0.172051
197	0.199253
198	0.135789
199	0.176762
200	0.184132
201	0.158605
202	0.170809
203	0.178096
204	0.179215
205	0.162907
206	0.15388
207	0
208	0
209	0.136279
210	0.172451
211	0.163229
212	0.139515
213	0.173683
214	0.141501
215	0.158767
216	0.165686
217	0.153093
218	0.18705
219	0.183522
220	0
221	0
222	0.162954
223	0.139439
224	0.147072
225	0.172915
226	0.157508
227	0.137558
228	0.13491
229	0.173728
230	0.12081
231	0.161597
232	0.179981
233	0
234	0
235	0.149909
236	0.169089
237	0.157424
238	0.173877
239	0.162446
240	0.125712
241	0.18213
242	0.153785
243	0.157376
244	0.185709
245	0.187247
246	0
247	0
248	0.203519
249	0.141758
250	0.170956
251	0.157049
252	0.165937
253	0.181285
254	0.154762
255	0.16654
256	0.158273
257	0.171395
258	0.181074
259	0
260	0
261	0.173179
262	0.175084
263	0.204566
264	0.193411
265	0.179312
266	0.182744
267	0.155531
268	0.166217
269	0.192421
270	0.181526
271	0.203149
272	0
273	0
274	0.184656
275	0.167077
276	0.191373
277	0.165979
278	0.171445
279	0.17977
280	0.190499
281	0.190589
282	0.160609
283	0.184923
284	0.1867
285	0
286	0
287	0.195525
288	0.193267
289	0.147218
290	0.173294
291	0.15742
292	0.207171
293	0
294	0.180806
295	0.169971
296	0.166688
297	0.154605
298	0
299	0
300	0.1852
301	0.171034
302	0.159862
303	0.17816
304	0.182735
305	0.169007
306	0.203758
307	0.168142
308	0.220899
309	0.18568
310	0.172766
311	0
312	0
313	0.204218
314	0.244423
315	0.175328
316	0.130139
317	0.163352
318	0.731014
319	0.178127
320	0.201169
321	0.176623
322	0.184851
323	0.143671
324	0
325	0
326	0.163061
327	0.177342
328	0.154164
329	0.151261
330	0.177952
331	0.217939
332	0.165267
333	0.196569
334	0.169689
335	0.174987
336	0.172002
337	0
338	0
339	0.207842
340	0.199686
341	0.162407
342	0.162374
343	0.178143
344	0.203228
345	0.182655
346	0.194238
347	0.156915
348	0.177791
349	0.152719
350	0
351	0
352	0.176237
353	0.243246
354	0.186503
355	0.165554
356	0.159597
357	0.192644
358	0.16603
359	0.177827
360	0.175904
361	0.162008
362	0.157164
363	0
364	0
365	0.184463
366	0.181822
367	0.176741
368	0.198389
369	0
370	0.189488
371	0.16583
372	0.16013
373	0.212017
374	0.180097
375	0.168998
376	0
377	0
378	0.163801
379	0.198968
380	0.172698
381	0.162538
382	0.155418
383	0.179612
384	0.151453
385	0.196768
386	0.198257
387	0.184623
388	0.178869
389	0
390	0
391	0.182105
392	0.189383
393	0.177934
394	0.135315
395	0.174498
396	0.163693
397	0.194191
398	0.175511
399	0.15947
400	0.143867
401	0.161522
402	0
403	0
404	0.155444
405	0.167231
406	0.168196
407	0.166668
408	0.179177
409	0.179156
410	0.16674
411	0.17939
412	0.153288
413	0.160876
414	0.176436
415	0
416	0
417	0.144905
418	0.16025
419	0.143943
420	0.185977
421	0.167936
422	0.157826
423	0.157877
424	0.173597
425	0.127721
426	0.162172
427	0.149621
428	0
429	0
430	0.17928
431	0.142039
432	0.154594
433	0.14501
434	0.171904
435	0.170414
436	0.14781
437	0.191009
438	0.183929
439	0.154833
440	0.142842
441	0
442	0
443	0.175317
444	0.208315
445	0.232439
446	0.164557
447	0.176433
448	0.172905
449	0.146367
450	0.167713
451	0.177497
452	0.162142
453	0.14401
454	0
455	0
456	0.18213
457	0.189222
458	0.157126
459	0.173045
460	0.155523
461	0
462	0.157161
463	0.168729
464	0.187157
465	0.135387
466	0.146218
467	0
468	0
469	0.171266
470	0.171055
471	0.182375
472	0.157595
473	0.144784
474	0.167045
475	0.181454
476	0.174515
477	0.174232
478	0.13537
479	0.149258
480	0
481	0
